review,sentiment
RT @anandprakash7: मेरे शेर जैसे दोस्तों को जन्म देने वाली माताओं और उन्हीं शेरों को बिल्ली बनाने वाली भाभियों को...HAPPY WOMAN'S DAY#wom…,2
RT @anandprakash7: PM @narendramodi with @BJP4India MPs after attending BJP Parliamentary Party Meet. पीएम ने संसदीय दल की बैठक में 2019 की…,2
"RT @poonam_mahajan: मुझे यकीन है अपने लफ्जो के हुनर पर,कि लोग मेरा चेहरा भूला सकते है पर बाते नही...!!!Happy birthday Baba ! https://t.co…",2
Pls. Read my story सरकार सेंसर बोर्ड पर ही कैंची चलाने की तैयारी मेंhttps://t.co/AjPX9xLlcl,2
"""जो असली चौकीदार है उसको हम respect करता है। असली चौकीदार का थोड़ा ही इतना फ़ैशन होता है!!!"" Listen what #Bengal… https://t.co/2WOG2SDN9L",2
"RT @aajtak: दिल्ली के 16,500 पेड़ो को बचाने के लिए, दिल्ली प्रदेश महिला कांग्रेस ने सरोजिनी नगर में किया 'Save the Trees’ कैमपेन। पेड़ों पर…",2
RT @mumbaitak: @SonyTV के नोटिस के बाद क्यों Comedian @iRajuSrivastava  को लगा शॉक  | Mumbai Tak@SonyTV ने क्यों भेजा Comedian @iRajuSriv…,2
RT @mumbai_tak: सावधान!! अगर प्लास्टिक दिखा तो FINE मारेंगे ब्लू मार्शलमहाराष्ट्र में प्लास्टिक बैन के बाद लोगों में ये भी डर है कि कहीं…,2
"RT @kamleshsutar: Best forward of the day : ""ठोकर लगने पर छोटो को 'माँ' याद आती है ,और बडो को 'मातोश्री' !! #puns#अमित_शाह #AmitShah #Sh…",2
RT @journorajeshk: When you are sharing d stage with @Dev_Fadnavis tumhara koi kya bigad lega @Nawazuddin_S bhai..bahot khoob. #nawazuddins…,2
"RT @aajtak: मुंबई में दंगाइयों ने पहुँचाया 15 बसों को नुकसान, BEST ने बुलाईं बसें वापस देखिये @journovidya की ये रिपोर्ट #MahaCasteConfli…",2
RT @LedeInd: Exclusive- गोवा में महिला के साथ जमकर मारपीट https://t.co/CwgsmYBRRY https://t.co/zNO83D03ad,2
"RT @kunwarmritunjay: दिल पे पत्थर रखके मैंने , आज ये कर ही लिया , मेरे मोदी जी आज मैंने ब्रेक अप कर लिया। #shivsena #BJP Pls play #Breaku…",2
@kbssidhu1961 Haha. Unke liye spl bandobast cbi kar rahi hai. #justsaying,2
@manaman_chhina Well time aa gaya hai,2
@PoulomiMSaha @PreetiChoudhry @Geeta_Mohan @preetiddahiya That's like gudd naal ishq mitha. 😃,2
"RT @BBCHindi: BBC EXCLUSIVE: पाकिस्तानी सेना की निगरानी में बीबीसी की टीम पहुंची बालाकोट के उस मदरसे के भीतर, जहां भारत ने हवाई हमले का दा…",2
"RT @Supriya23bh: CongPrez Rahul Gandhi: कुछ दिन पहले PM ने कहा कि सुप्रीम कोर्ट ने मुझे clean chit दी है, लेकिन आज SC ने clear कर दिया है…",2
@Zebaism Aaiye dekhiye wadiye Kashmir ke khoobsurat nazare :),2
"@AshishSinghLIVE Lagta hai kids, yeah bhi ek Sapna had...",2
@vivekitbp Peeche tv se lagta hai news (channels) ki galiyan. :),2
Pm's strong jibe at RAHUL GANDHI.PM: Pehli baar pata chala gale  milne aur gale padne mein kya farq hota hai Peh… https://t.co/K6Suo5PiMm,2
"RT @notkartHik: Dear @GoogleItne badhiya maps banaye, chota sa feature aur daal dete ki saaf saaf bolde flyover par chadhna hai ya neeche…",2
@ashu3page Aap Prayagraj mein virajman rahein :),2
@listenshahid Jana hai Jana hai... Abhi Jana hai...:),2
"@vivekitbp Fateh kar liya ho, toh parvat se utar aaiye :)",2
"RT @vasudha_ET: Heard from a friend: Aaj BJP ke liye khamoshi ka din hai. 377 pe kuch nahi bolna hai, bandh pe bhi kuch nahi bolna hai.",2
Smriti irani praising Rahul Gandhi in parliament. https://t.co/jyicK4ZblT,2
RT @mumbaitak: पूनम महाजन EXCLUSIVE - @poonam_mahajan के सामने सीट बचाने की चुनौतीhttps://t.co/SLVJRodR3b @kamleshsutar,2
RT @mumbaitak: PRIYA DUTT EXCLUSIVE – मोदी सरकार के समर्थन के पीछे फीयर फैक्टर काम कर रहा हैhttps://t.co/haZEIr3h3F@aajtak @IndiaToday @…,2
मंदिर नही बना तो ये सरकार नही बनेगी । लेकीन मंदिर बनकर रहेगा ! #UddhavThackeray challenges BJP in #Ayodhya… https://t.co/FzW5n83J5I,2
".@ShivSena laughs off @BJP4India s proposal for alliance. @rautsanjay61 says जो न देते थे जवाब, आज उनके सलाम आने ल… https://t.co/ypWPY9A23e",2
RT @vinodkapri: Champions of the earth : यही अवॉर्ड 2016 में भारत के ही अफ़रोज़ शाह को भी मिला था और इसी साल 2018 में फ़्रांसीसी राष्ट्रपति…,2
RT @mumbaitak: Exclusive Interview- सिद्धू के समर्थन में अबू आजमी पाकिस्तान में इमरान खान के शपथ ग्रहण समरोह में जाने के बाद चौतरफा घिरे…,2
RT @mumbaitak: पीएम मोदी की स्पीच जिग्नेश मेवानी को क्यों लगी बोरिंग? EXCLUSIVE  | Mumbai Takस्वतंत्रता दिवस पर प्रधानमंत्री द्वारा दिए भा…,2
RT @sahiljoshii: This is hilarious ..@BhujbalChhagan at Pune rally मेरी सारी प्रॉपर्टी attach कर दी लेकिन बाहर आया तो क्या मेरे घर के हर व्…,2
"Best forward of the day : ""ठोकर लगने पर छोटो को 'माँ' याद आती है ,और बडो को 'मातोश्री' !! #puns#अमित_शाह… https://t.co/sl8ZwFqxXs",2
"RT @MohammadKaif: संकटो से घिरी हुई, पर हार नही मानी है,बाधाओं से लड़ रही, जीत फतह की ठानी है ||Bow down to this spirit 🙏🏼 https://t.co/2…",2
@bharatidubey @IndiaTodayFLASH Ek hota toh milta !! Yaha to mumbai ki aadhi aabadi Mantralay me hi hai !! ;),2
How true and relevant...चौराहे पर लुटता चीर‚प्यादे से पिट गया वजीर‚चलूं आखिरी चाल कि बाजी छोड़ विरक्ति रचाऊं मैं… https://t.co/O9usjTP7Z9,2
RT @PMOIndia: 7.5 लाख रुपए तक की राशि पर 10 साल तक के लिए सालाना 8 प्रतिशत का interest rate सुरक्षित किया जाएगा: PM @narendramodi,2
#RohithVemula's mothr Radhika &amp; brothr Raja Chaitanya to embrace Buddhism in Mumbai. https://t.co/qYk38Rq2IA,2
"@drabhi7 Ghar baahar ka to pata nahi, lekin mudda to bann gaya hai. Public better deal maangti hai.",2
RT @DilliAajtaktv: 1 बजे दिल्ली आजतक पर देखिए अल्का लांबा से Exclusive बातचीत सिर्फ दिल्ली आजतक पर  #Live @LambaAlka,2
"लोकतंत्र की यही खूबसूरती है, आप किसी को भी taken for granted नहीं ले सकते। अब #TomVadakkan को ही लीजिए, अपना ही सही… https://t.co/bBce25WSBh",2
RT @satender83: @KumarKunalmedia Aap GB pant hospital bhi aakar dekhen..wahan toh aur bhi bura hal hai...Free Medicine ka raag gaane wala…,2
RT @satishacharya: Rahul Gandhi hugs Narendra Modi! @sifydotcom cartoon #RahulGandhi #NoConfidenceVote https://t.co/ScjrJhUywJ,2
RT @twtpoonam: Pls break--आप के अयोग्य विधायको को लेकर दिल्ली हाईकोर्ट ने चुनाव आयोग और प्रशांत पटेल से आफिस ऑफ प्रॉफ़िट को लेकर अपना जवा…,2
"RT @aajtak: कांग्रेस ने मुख्य चुनाव आयुक्त और DM से आम आदमी पार्टी के राज्यसभा उम्मीदवार एनडी गुप्ता की शिकायत की, कहा Office of Profit  के…",2
"RT @aajtak: EXCLUSIVE: सुशील गुप्ता के नाम से आशुतोष भी असहमत, PAC बैठक में किया था विरोध! @PankajJainClick https://t.co/J6IQ817hOL",2
जिस हिसाब से 28 फ़ीसदी घटकर 18 फ़ीसदी होता है। उसी हिसाब से 56 घटकर 36 रह जाता है :) #GST #GSTOverhaul,2
"सिद्धार्थ नाथ सिंह ने BMB फार्मूला दिया, जिसमें भाग मुकुल भाग से भाग ममता भाग तक था। अब मुकुल पार्टी में है, तो पब्लिक कहेगी BMB, M कौन?? ;)",2
"आम आदमी पार्टी के दफ्तर में कल तड़के चोरी हो गई। पहले कार चुरा ली थी, अब जो समेट बटोर के आम आदमी से लाए वो भी। सब मिले हुए हैं जी!! ;) #AAP",2
"VIP कल्चर खत्म हो गया था ना इस देश से। फिर ये कौन से VIP पैदा हो गए, जिनसे 13 फ्लाइट्स देर हो गईं दिल्ली एयरपोर्ट से? #VIP #IGIAirport",2
RT @Roshani_Thokne: Happy Birthday #SRK #KingKhanAt52 कुछ कुछ होता है @iamsrk तुम नहीं समझोगे 😍😍😍 https://t.co/VrbYpvTy0j,2
"RT @aajtak: AAP​ विधायक अमानतुल्लाह खान के निलंबन रद्द होने पर क्या बोले @DrKumarVishwas. देखिए, आजतक संवाददाता @PankClick से EXCLUSIVE बात…",2
"या तो बाढ़ की विभीषिका कुछ दिनों में ही खत्म हो गई, या सरकारी घोषणाओं की जो बारिश पेंडिग थी, वो पूरी हो गई? चुनाव आयोग convince नहीं कर पाया",2
"ट्रम्प को hug दे ना दें, राहुल जी को जरूर दीजिए। इन बातों से लगता है राहुल जी के नाम पर ये कोई आपकी फिरकी ले रहा है… https://t.co/WFK15hI8x3",2
Must watch videoJab .@priyankagandhi met bachcha party in amethiजैसे ही बच्चों ने चौकीदार चोर है के नारे से साथ… https://t.co/qzmBOdLYFm,2
"Exclusive Break-सूत्रों के मुताबिक, 13 और दो पर समझौता होने की कगार पर।15 सीटों पर कांग्रेस मान जाएगी। अमेठी-राय… https://t.co/ul6wdMZqpj",2
Top sources--यूपी में महागठबंधन में काँग्रेस को साथ लाने की एक और कोशिश हुई नाकाम।यूपी में महागठबंधन ने कांग्रे… https://t.co/DYsEqL31hW,2
"@ReallySwara She is a good actress.. विचारों पर आमना सामना करिये, कलाकार पर व्यक्तिगत टिप्पणी उचित नहीं।",2
@zoo_bear @Twitter @Gutrgoo @ThinkersPad @SureshNakhua सबको हाथ जेब में रखकर ही बाहर निकलना होगा। हाहाहा just kidding,2
Exclusive breakingसीटों के बंटवारे पर 20 दिसंबर को राहुल गांधी की बिहार के महागठबंधन दलों के साथ दोपहर 1:30 बजे बै… https://t.co/iGYvj04RM4,2
शिवराज सरकार के ख़िलाफ़ रीवा में “संतों” का “महा मार्च” video courtesy- .@AcharyaPramodk .@INCMP .@INCIndia https://t.co/tDZJ5SgFSo,2
"Digvijaya Singh, Jyotiraditya Scindia engage in verbal spat in presence of Rahul Gandhi https://t.co/uXuqmHOf10 via @indiatoday",2
EXCLUSIVE: कैलाश मानसरोवर के बाद अब दुबई जाएंगे राहुल गांधी https://t.co/PxgbQeIbAS via @aajtak,2
Exclusive: CWC की बैठक में राहुल ने दे डाली BJP और RSS से सीखने की नसीहत!  https://t.co/Ik4wKZKQ3R via @aajtak… https://t.co/Pq5LfYSlTA,2
"Exclusive-US-मिडिल ईस्ट के बाद अब यूरोप जाएंगे राहुल, इमेज बदलने की तैयारी  https://t.co/56nYiPuSzJ via @aajtak… https://t.co/Hf8ZDISVwO",2
Exclusive: 2019 की लड़ाई में राहुल लेंगे डेटा का सहारा https://t.co/sVRYTG0yPn via @aajtak @RahulGandhi @INCIndia,2
RT @KumarVikrantS: Exclusive: राहुल की कांग्रेस में भी नहीं बदली कार्यसमिति चयन की प्रक्रिया https://t.co/vZVVIqIKcy via @aajtak,2
"RT @snehanshus: Samajwadi Party to repeat Jaya Bachhan in Rajya sabha, party dumped Naresh Aggarwal @KumarVikrantS https://t.co/50fZUpgDci",2
"Exclusive break- समाजवादी पार्टी से जया बच्चन को फिर राज्यसभा का टिकट, नरेश अग्रवाल को टिकट नहीं @yadavakhilesh… https://t.co/d3v9xeJVgm",2
Exclusive: घर पर काम करने वाले युवक की शादी में पहुंचे राहुल गांधी https://t.co/hqoOIZFQzr via @aajtak,2
Exclusive: राहुल की कांग्रेस में भी नहीं बदली कार्यसमिति चयन की प्रक्रिया https://t.co/vZVVIqIKcy via @aajtak,2
.@OfficeOfRG @INCIndia Exclusive Newsbreak नई कांग्रेस कार्यसमिति के गठन में भी नहीं आएगी वोटिंग की नौबत। 2019 के… https://t.co/O12EmKzprh,2
"@INCIndia parliamentary party meeting- सोनिया गांधी ने @OfficeOfRG को अध्यक्ष बनने की बधाई दी,स्वागत किया और राहुल… https://t.co/2plWlfT3Mf",2
"Justice loya की मौत की जाँच PIL के जरिये नहीं बल्कि SIT द्वारा स्वतंत्र जाँच हो, जाँच में NIA और सीबीआई को शामिल ना… https://t.co/RJY7beVGe5",2
Exclusive : कांग्रेस ने कर्नाटक में सोशल मीडिया टीम बदली-https://t.co/omvVWEn3Eh @OfficeOfRG @INCIndia @INCKarnataka,2
गले में रुद्राक्ष की माला पहने दिखे 'शिवभक्त' राहुलhttps://t.co/zhE3tAMbdUShared via Aajtak News App… https://t.co/jYrI89r9q3,2
@santosh_biet @JhaSanjay @OfficeOfRG @narendramodi @INCIndia @INCGujarat @aajtak @IndiaToday @BJP4India Wht ready y… https://t.co/ABbqKIVUPP,2
Happy wedding. आप दोनों को बधाई। @AnushkaSharma @imVkohli देश में फ़िल्म और क्रिकेट दोनों की सबसे ज़्यादा फैन फॉलो… https://t.co/HG0v5AX3hd,2
"@OfficeOfRG ने सुनाई ये 2 कहानियां, कहा- पार्टी में नहीं दलालों की जगह @INCIndia @AadeshRawal पढ़िए exclusive खबर -https://t.co/QwlYO0zLHT",2
.@OfficeOfRG बच्चों को टॉफियां बांटते good video. @INCGujarat @rssurjewala @aajtak @INCIndia @ArjunINC @rachitseth… https://t.co/a8qFlXm3iL,2
RT @snehanshus: आज खुश तो बहुत होंगे आप। लेकिन फिर वही मेरा-तेरा का चक्कर। GM and Happy Sunday . https://t.co/rbpWqkakfh,2
@aajtak @OfficeOfRG @ahmedpatel @INCIndia  Exclusive: गुजरात में बीजेपी को हराने के लिए कांग्रेस का 'शांति प्लान'-https://t.co/yqENSf8v27,2
"@aajtak भड़ाना कांग्रेस छोड़ चुके हैं। पहले आईएनएलडी में गए थे, अब बीजेपी से विधायक हैं। plz clearify",2
"@aajtak @OfficeOfRG @IndianPAC @INCIndia सूत्र-फिलहाल पीके आंध्र मेंysrकांग्रेस के साथ, कांग्रेस से चाहिए free hand -https://t.co/sOPUleDH00",2
"RT @aajtak: EXCLUSIVE: कश्मीर को चीन से ज्याद खतरा, ड्रैगन खेल रहा है ऐसा खेल कठपुतली बनकर रह जाएगा पाकिस्तानhttps://t.co/nqxC1TSRUd https…",2
"RT @k_vikrant_s: @aajtak @OfficeOfRG @INCIndia @IndiaToday  शुरू होने से पहले ही ठप्प हो गया राहुल का प्लान सुपर-40, exclusive story https:…",2
"@aajtak @OfficeOfRG @INCIndia @IndiaToday  शुरू होने से पहले ही ठप्प हो गया राहुल का प्लान सुपर-40, exclusive story https://t.co/yEYrpdMSFi",2
@aviralsingh99 @SirBullyMammoth @CNNnews18 Plz bro.. thoda bahut main bhi janta hoon.,2
"हर कोई जीतना चाहता है,लेकिन एक बाप है जो बेटे की तरक़्क़ी पर खुश होता है।बाप वो है जो बेटे से हारकर भी खुश होता है।pak ko father ind ka gift",2
RT @k_vikrant_s: @aajtak @INCIndia @OfficeOfRG exclusive story.. प्रोफेशनल्स और व्यापारियों को जोड़ने का प्लान राहुल https://t.co/ESp5uPLTcB,2
@aajtak @INCIndia @OfficeOfRG exclusive story.. प्रोफेशनल्स और व्यापारियों को जोड़ने का प्लान राहुल https://t.co/ESp5uPLTcB,2
@INCIndia @OfficeOfRG @rahulkanwal कुमार विक्रांत EXCLUSIVE: अब '3K' फॉर्मूले से कांग्रेस को बदलेंगे राहुल! https://t.co/bgyK2FqGWQ,2
@AMahayas @ajaymaken mere maken ji ke beech me na aao yar. Main unse light mazak kar rha tha. Gn,2
@aajtak @OfficeOfRG @yadavakhilesh कुमार विक्रांतEXCLUSIVE: सपा-कांग्रेस का नया नारा: 'अपने लड़के बनाम बाहरी मोदी'https://t.co/eiMZgrpK94,2
"@aajtak @yadavakhilesh plz read, शायद अब ख़त्म हुयी कांग्रेस की मुश्किल",2
"RT @AcharyaPramodk: भाजपा का कहना है 'हम करे तो शिष्टाचार ,तुम करो तो आतंकवाद ' please read this status @digvijaya_28 https://t.co/aQ31tShk…",2
RT @Prafulshri: साक्षी के घर में रखी ये तस्वीर उसके बुलंद इरादे बताती है। photo courtesy @mjaved819 https://t.co/1pfyfvuFtP,2
"@aajtak @rahulkanwal कुमार विक्रांत सिंह EXCLUSIVE: आदिवासियों के लिए सरकार से लड़ेंगे राहुल गांधी, प्लान तैयारhttps://t.co/QbqLxmUtxQ",2
"@aajtak  @rahulkanwal kumar vikrant EXCLUSIVE: कांग्रेस में बनेगा 'पॉलिसी ग्रुप', जनता और विशेषज्ञों से ली जाएगी रायhttps://t.co/6j3i1G9HQY",2
Suit pehankar jaayengen jang ke maidaan par ? All the best janaab ! https://t.co/nZgXa4n1Zl,2
"RT @cobrapost: Saumya Tandon Flatly Refused the Proposition.“Main kisi bhi party se, koi bhi affiliation personal ke liye Nahi karna chaht…",2
Baat pate ki hai ‘gurbat mei creativity mushkil kaam hai’ bhukhe pet bhajan Na hoye gopala https://t.co/Adr4xY3LmJ,2
"RT @iyogimanish: For the most beautiful human with pure heart 💖 ever Charming Saumya mam 😍💕~कितनी  खूबसूरत हो तुम, कितना हसीं चेहरा है तु…",2
RT @iyogeshtripathi: Aaj se goa ka safer shuruGOA AUR GORI MAM dekhte rahiye BHABHI JI GHAR PER HAI😄😄😄😄💖💖💖 https://t.co/VrOnNU6vdv,2
RT @aajtak: #HuntForNiravModi आजतक EXCLUSIVEबेल्जियम में नीरव मोदी के पिता से 'आजतक' ने की बात. आप भी देखिए ये वीडियो (@loveenatandon )अ…,2
RT @loveenatandon: I wish gham ke Bhi nakhre Hote 🤓 https://t.co/rAQspOm0St,2
I wish gham ke Bhi nakhre Hote 🤓 https://t.co/rAQspOm0St,2
RT @AndTVOfficial: Perfect Jodi Dance Competition mein thirakne aa rahein hain aapke chahite Vibhuti Ji aur Anita Bhabi. Dekhiye inka dance…,2
RT @loveenatandon: Good night thought:                 Zindagi mein jo bhi karnaChahta hai kar guzarKya khabar barson ki hai yaLamha bha…,2
Good night thought:                 Zindagi mein jo bhi karnaChahta hai kar guzarKya khabar barson ki hai yaLamha bhar hai zindagi,2
"Good night thought of today :       हाथ छूटे भी तो, रिश्ते नही छोड़ा करतेवक़्त की शाख से, लम्हे नही तोडा करते",2
Lajawaab #Mushaira @cometoLAFF @britishlibrary ! Warm hug to all ! #UrduShairi #UrduPoetry #ghazal https://t.co/CprC3mMSly,2
Exclusive: डेरा के गुंडों के संपर्क में थे पंचकूला के ड्यूटी मजिस्ट्रेट https://t.co/oT7UQf06u5 via @aajtak,2
"Exclusive: BSF ने सरहद पर कोहरे के दौरान बढ़ाई चौकसी, घुसपैठ की आशंका https://t.co/yoHL9YW30e via @aajtak",2
"Exclusive: हनीप्रीत का खेल खत्म, जसमीत सिंह की ताजपोशी की तैयारियां शुरू https://t.co/Zj4zR99pbd via @aajtak",2
Exclusive: सामने आया गुरमीत राम रहीम की गुफा का एक और काला सच https://t.co/BAM1y6kUmi via @aajtak,2
Exclusive: हनीप्रीत ने वायरल किए थे भड़काऊ वीडियो इसलिए दर्ज हुआ देशद्रोह का केस https://t.co/qQICQ4F8cX via @aajtak,2
Exclusive: हनीप्रीत की राजदार सुखदीप कौर ने पुलिस के सामने किए 5 बड़े खुलासे https://t.co/UaZlSKvJp6 via @aajtak,2
Harbhajan Singh may join #Congress https://t.co/jB65ewz43r via @indiatoday,2
Navjot Singh Sidhu says Aawaz-e-Punjab won https://t.co/l576yprk6U,2
Radical Sikhs keen to drag Dera chief Gurmit Ram Rahim to Akal takht http://t.co/4p5eTTmH5s via @indiatoday,2
"RT @deepshikha2408: Excellent reporting by @manogyaloiwal, #sayeedansari and @sardanarohit ....पत्रकारों की ज़िंदगी भी किसी सैनिक से कम न…",2
"RT @arvindojha: Super Exclusive- बुलंदशहर हिंसा का सीसीटीवी फुटेज, इंस्पेक्टर सुबोध सिंह की हत्या से पहले का सीसीटीवी फुटेज...देश ने अब तक…",2
RT @ITGDsports: #AsianGames2018 #AsianGames Howrah duo Pranab Bardhan and Shibnath Sarkar win gold in Asian Games | @manogyaloiwal https://…,2
"RT @rahulkanwal: Super Exclusive  : दाऊद की जमीन हिली, गुलशन कुमार मर्डर केस में वांछित संगीतकार नदीम को ‘अंडरग्राउंड’  करने की फिराक़ में…",2
Superb forward!ऑनलाइन खरीददारी ना करेपरिवार के साथ बाहर निकलेबाजार में रौनक होगी और देश का पैसा देश में रहेगामरते बाजारों को जीवनदान दें,2
@anjanaomkashyap Janamdin Bahut Bahut Mubarak Ho!! Party due 🤓,2
@sambitswaraj Janamdin Bahut Bahut Mubarak ho... treat is due ...how about some Khaajaa and Dalmaa ??,2
@Naveen_Odisha @bjd_odisha @CMO_Odisha @BJPOdisha @jualoram it feels like #buland bharat ki buland tasveer !!… https://t.co/V7YkOLN9hO,2
"Courtesy my friend ""सोच रहा हूँ। आज रात में दो बोरे अखबार जला दू।पडोसियो पर रेड पडेगा।""😝",2
"7 दिन मे कितना बदल गया मेरा हिन्दुस्तान!!न बीफ पर कोई बयान,न अरहर की चिंता,न पुरुस्कार लौटाना,देश सहिष्णु हुआ है या चुनाव ख़त्म? So true!",2
RT @aajtak: EXCLUSIVE: लोकसभा चुनाव के बाद अपने पहले टीवी इंटरव्यू में राहुल गांधी ने कहा- बिहार में डूब रही है BJP....https://t.co/wOaxLH…,2
RT @aajtak: इंडिया टुडे #Safaigiri Awards के दौरान 02 अक्टूबर को @Kailashkher करेंगे सबसे स्वच्छ धार्मिक शहर के विजेता को सम्मानितhttp://t.…,2
RT @suhelseth: Here's wishing Mulayam Singh and Mayawati Bhai Dhooj...,2
"RT @aajtak: वायनाड में @priyankagandhi ने किया रोड शो, देखिए आजतक संवाददाता @mausamii2u  से उनकी Exclusive बातचीत.#LokSabhaElections2019 #…",2
@scribe_prashant @vijailaxmi1 @Supriya23bh @imranabbas_TN @_pallavighosh :-) prashant miliye aap,2
Congress 3rd list Interestingly तनुज पुनिया को बाराबंकी से टिकट दिया गया .... पीएल पुनिया के लड़के हैं तनुज पुनिया https://t.co/nL57qdEPKl,2
"RT @mausamii2u: EXCLUSIVE: खास है प्रियंका गांधी का चुनावी रथ, देखें अंदर की Video https://t.co/8gMFyPWZIN via @aajtak",2
"EXCLUSIVE: खास है प्रियंका गांधी का चुनावी रथ, देखें अंदर की Video https://t.co/8gMFyPWZIN via @aajtak",2
@snehanshus 'Like minded ' मौसम की तरह नेताओं के लिए इसका मतलब भी बदलता है,2
"RT @snehanshus: पता नहीं, जयप्रकाश बाबू और लोहिया जी जिंदा होते और ये दृश्य देखते , तो दिल से क्या आवाज निकलती ......Agree with the word…",2
@h_boob1 Kyon aapki party se savaal kar diya isliye,2
RT @MPTakOfficial: ज्योतिरादित्य सिंधिया को सीएम बनाने की मांग को लेकर घेराव..देखिए @mausamii2u की स्पेशल रिपोर्ट Exclusive@JM_Scindia @IN…,2
@inirajsingh @shakeelNBT :-) बदमाश,2
"RT @rahulkanwal: Exclusive: दिव्या स्पंदना बोलीं- 'जब तक राहुल को मुझ पर भरोसा, और कुछ मायने नहीं रखता'-‘मिशन 2019’ पूरा होने तक कहीं नहीं…",2
RT @manjeetnegilive: शुभकामनाओं के लिए आप सबका आभारी हूँ लेकिन खाली शुभकामना से काम नहीं चलेगा। आप सभी मित्र किताब को Amazon पर प्री-ऑर्डर…,2
RT @rahulkanwal: EXCLUSIVE: मोदी सरकार की ‘स्किल इंडिया’ स्कीम को पलीता लगा रहे हैं बिचौलिए ठगhttps://t.co/eeu3Qkx1IJ@mausamii2u,2
EXCLUSIVE: मोदी सरकार की ‘स्किल इंडिया’ स्कीम को पलीता लगा रहे बिचौलिए https://t.co/SsGbgwVE9H via @aajtak,2
RT @newstakofficial: देखिए कैसे निकाले गए थाईलैंड की गुफा में फंसे बच्चे EXCLUSIVE Video@mausamii2u #ThailandCaveRescue #Thailand https:/…,2
RT @aajtak: थाइलैंड से Super Exclusive ग्राउंड रिपोर्ट.  @mausamii2u  की रिपोर्ट#KhabardarLive: https://t.co/fOz5QPkk43 https://t.co/4zJ5…,2
RT @nishantchat: @mausamii2u Please tag Bijli Mantri kyonki wo kehte hai Bijli cut hota nahi,2
कर्नाटक: मंत्रिमंडल ही नहीं शपथ ग्रहण की VIP सीटों को लेकर भी खींचतान https://t.co/jWGIxVJ65u via @aajtak,2
RT @thakur_shivangi: Save Journalist...Very Few Left.बाकी पत्रकार दिन की सभी पत्रकारों को हार्दिक शुभकामनाएं !,2
@shalabhmani :-) सबकी नानी,2
@pradeepmeghraj शुक्रिया :-)),2
@iamShashizanje Sympathy nahin sahab garv hai,2
@nehabatham03 hahaha 🤣🤣🤣🤣 कहानी घर-घर की,2
@ashu3page @IndiaToday परिवर्तन जीवन का नियम है :),2
@vikasbha @narendramodi Kya baat... Suri... Chhaa gya... Hero hai ladka :-),2
@nehabatham03 मिजाज़ लखनवी.. :),2
@mausamii2u बचपन में विमान को देखकर टाटा करना याद आ गया :),2
@Ankit39070392 @ashu3page Anjana sirf ek hai :),2
@groverkaran_ Shukriya :) lines Kedarnath Singh ji ki hain :),2
@girishpant001 मेरा भी :),2
For all of you having lovely kids around. Msg on this #worldbooksday बच्चों के छोटे हाथों को चाँद सितारे छूने दो… https://t.co/8doPSRBHEh,2
@PARTHAS00496417 Mooh se pehle Gaal pe ayega haath ;),2
@nishantchat @sardanarohit हम 12 मई को लगवाएंगे :),2
@SachinA71761991 @aajtak @RahulGandhi Dhanyawad :),2
@singhvi82918092 @aajtak Shukriya :),2
@BhishamsharmaS @aajtak Shukriya :),2
@ArpanAgnihotry @aajtak Shukriya :),2
@jitendrsg @aajtak शुक्रिया :),2
@Geetabhandari18 दिल्ली लौट आएं हैं :),2
@SumitRautela11 @aajtak Kal Almora aur Tanakpur se :),2
"@ACSharma_ @aajtak कल सुबह अल्मोड़ा, टनकपुर से रिपोर्ट होगी :)",2
@girishpant001 @aajtak Tanakpur hokar aye :),2
@saurabhtop Dhanyawad :),2
पहाड़ का खूबसूरत रंग :) https://t.co/dKcHbkIXBT,2
@AalokTweet @Rajasthan_Tak @supriyapd @nishantchat @nehabatham03 @shwetasplash @aajtak Thank you Alok ji :) Vaise… https://t.co/ZDo46OcqDb,2
@PARTHAS00496417 जी... शौकिया तौर पर घरेलु वेज खाना :),2
@rohitjuglan शीघ्र :),2
@saurabhtop Tweet padhne ke Baad mujhe bhi :),2
@Saying_Vivek वहाँ भी जाएंगे दोस्त :) इतनी जल्दी में क्यों हो,2
"टीवी पर पहली बार राजनीतिक बहस का सबसे दिलचस्प और सुरीला अंदाज़, देखिए चुनावी कव्वाली आज दोपहर 1 बजे हमारे साथ :) https://t.co/khDD8I9ynE",2
@AishwaryaRaiBh2 Celebrity Ko milta hai dost ;),2
@jitendrsg @SachinArorra @FarOutAkhtar @vidya_balan भाई नौ साल :),2
@thedelhiwalla ये उन दिनों की बात है :),2
@Ajaysha63740206 @aajtak शुक्रिया :),2
@Supriya23bh अति सुंदर :),2
@poornima_mishra मतलब आज मॉर्निंग शिफ्ट है :-),2
@nishantvkhelkar धन्यवाद :),2
RT @FilmHistoryPic: (1998) Mithun Chakraborty portrayed Ramkrishna Paramhansa in the film 'Swami Vivekananda'. He won the National Award.…,2
कुम्भ कवरेज में एक 'दीवार' ये भी ! @SrBachchan sir :) #प्रयागराज में पौराणिक कथाओं से लेकर ऐतिहासिक वर्णन और प्र… https://t.co/w10FGsNmHb,2
यानी ईमानदार वही है जिसे बेइमान होने का मौका नहीं मिला। सिंपल ;-) https://t.co/aPqfsepnBv,2
